0	0
100	6
200	9
300	8
400	8
500	10
600	9
700	9
800	9
900	11
1000	9
1100	11
1200	11
1300	12
1400	10
1500	10
1600	10
1700	11
1800	11
1900	11
2000	11
2100	11
2200	11
2300	12
2400	12
2500	12
2600	11
2700	13
2800	13
2900	13
3000	12
3100	9
3200	13
3300	11
3400	13
3500	13
3600	12
3700	13
3800	12
3900	12
4000	12
4100	12
4200	11
4300	12
4400	13
4500	12
4600	8
4700	11
4800	13
4900	10
5000	12
5100	13
5200	12
5300	11
5400	12
5500	12
5600	12
5700	13
5800	13
5900	12
6000	11
6100	13
6200	13
6300	12
6400	13
6500	12
6600	13
6700	13
6800	6
6900	13
7000	12
7100	11
7200	12
7300	13
7400	13
7500	13
7600	13
7700	10
7800	12
7900	13
8000	13
8100	14
8200	13
8300	13
8400	13
8500	10
8600	13
8700	15
8800	13
8900	12
9000	14
9100	13
9200	13
9300	13
9400	11
9500	13
9600	12
9700	13
9800	13
9900	13
10000	13
10100	13
10200	13
10300	13
10400	13
10500	12
10600	9
10700	14
10800	13
10900	13
11000	12
11100	14
11200	14
11300	11
11400	14
11500	13
11600	13
11700	13
11800	12
11900	14
12000	12
12100	9
12200	13
12300	14
12400	14
12500	14
12600	14
12700	12
12800	13
12900	13
13000	11
13100	14
13200	13
13300	13
13400	13
13500	14
13600	13
13700	10
13800	13
13900	10
14000	13
14100	13
14200	13
14300	12
14400	13
14500	13
14600	14
14700	13
14800	14
14900	13
15000	14
15100	14
15200	15
15300	14
15400	14
15500	13
15600	12
15700	12
15800	13
15900	14
16000	13
16100	14
16200	13
16300	13
16400	15
16500	10
16600	15
16700	12
16800	14
16900	15
17000	14
17100	12
17200	14
17300	13
17400	12
17500	12
17600	14
17700	13
17800	11
17900	13
18000	13
18100	14
18200	14
18300	14
18400	15
18500	12
18600	14
18700	14
18800	15
18900	15
19000	12
19100	14
19200	14
19300	13
19400	13
19500	13
19600	12
19700	15
19800	14
19900	15
20000	12
20100	15
20200	11
20300	13
20400	13
20500	6
20600	13
20700	14
20800	14
20900	15
21000	14
21100	13
21200	13
21300	13
21400	14
21500	15
21600	13
21700	14
21800	13
21900	11
22000	10
22100	14
22200	9
22300	13
22400	13
22500	13
22600	13
22700	12
22800	13
22900	13
23000	14
23100	12
23200	13
23300	13
23400	14
23500	15
23600	13
23700	13
23800	11
23900	14
24000	14
24100	14
24200	14
24300	14
24400	13
24500	12
24600	13
24700	13
24800	13
24900	12
25000	15
25100	11
25200	13
25300	14
25400	15
25500	13
25600	14
25700	14
25800	14
25900	14
26000	15
26100	15
26200	13
26300	12
26400	14
26500	15
26600	14
26700	14
26800	15
26900	14
27000	14
27100	15
27200	13
27300	13
27400	13
27500	13
27600	16
27700	14
27800	15
27900	14
28000	13
28100	10
28200	15
28300	15
28400	14
28500	15
28600	12
28700	14
28800	15
28900	12
29000	15
29100	14
29200	8
29300	15
29400	13
29500	14
29600	14
29700	13
29800	13
29900	14
30000	10
30100	13
30200	16
30300	14
30400	11
30500	14
30600	13
30700	11
30800	13
30900	14
31000	12
31100	13
31200	13
31300	15
31400	15
31500	16
31600	13
31700	15
31800	12
31900	13
32000	12
32100	15
32200	15
32300	15
32400	12
32500	13
32600	14
32700	15
32800	14
32900	11
33000	14
33100	8
33200	15
33300	10
33400	14
33500	16
33600	14
33700	12
33800	13
33900	12
34000	15
34100	14
34200	14
34300	13
34400	12
34500	14
34600	14
34700	15
34800	15
34900	15
35000	14
35100	15
35200	11
35300	13
35400	14
35500	14
35600	14
35700	13
35800	13
35900	15
36000	14
36100	16
36200	12
36300	13
36400	15
36500	13
36600	15
36700	15
36800	15
36900	13
37000	11
37100	11
37200	14
37300	15
37400	14
37500	11
37600	14
37700	13
37800	14
37900	14
38000	9
38100	13
38200	14
38300	14
38400	15
38500	14
38600	14
38700	14
38800	14
38900	14
39000	12
39100	8
39200	12
39300	14
39400	15
39500	13
39600	12
39700	13
39800	13
39900	8
40000	15
40100	12
40200	14
40300	15
40400	15
40500	13
40600	10
40700	15
40800	13
40900	15
41000	12
41100	13
41200	10
