0	0
100	6
200	9
300	7
400	10
500	9
600	10
700	6
800	11
900	9
1000	9
1100	10
1200	11
1300	11
1400	10
1500	11
1600	11
1700	10
1800	12
1900	11
2000	11
2100	11
2200	10
2300	11
2400	12
2500	11
2600	11
2700	11
2800	11
2900	11
3000	11
3100	12
3200	12
3300	9
3400	13
3500	12
3600	12
3700	11
3800	13
3900	13
4000	12
4100	12
4200	12
4300	13
4400	12
4500	12
4600	13
4700	12
4800	11
4900	11
5000	12
5100	11
5200	12
5300	13
5400	11
5500	11
5600	13
5700	12
5800	13
5900	13
6000	13
6100	12
6200	12
6300	12
6400	9
6500	9
6600	12
6700	9
6800	12
6900	13
7000	13
7100	11
7200	14
7300	14
7400	11
7500	12
7600	14
7700	13
7800	11
7900	13
8000	12
8100	12
8200	13
8300	13
8400	13
8500	13
8600	13
8700	12
8800	10
8900	12
9000	9
9100	14
9200	12
9300	14
9400	13
9500	12
9600	13
9700	14
9800	7
9900	14
10000	13
10100	11
10200	13
10300	13
10400	13
10500	13
10600	12
10700	14
10800	14
10900	12
11000	15
11100	13
11200	13
11300	13
11400	13
11500	12
11600	10
11700	13
11800	11
11900	12
12000	13
12100	14
12200	13
12300	13
12400	14
12500	13
12600	12
12700	13
12800	14
12900	14
13000	13
13100	15
13200	14
13300	11
13400	13
13500	14
13600	13
13700	14
13800	13
13900	12
14000	15
14100	12
14200	13
14300	14
14400	15
14500	14
14600	15
14700	13
14800	14
14900	14
15000	13
15100	14
15200	14
15300	13
15400	10
15500	13
15600	12
15700	14
15800	15
15900	11
16000	10
16100	14
16200	13
16300	14
16400	14
16500	14
16600	13
16700	14
16800	9
16900	13
17000	13
17100	14
17200	14
17300	12
17400	13
17500	14
17600	13
17700	10
17800	12
17900	12
18000	14
18100	12
18200	9
18300	12
18400	14
18500	13
18600	14
18700	14
18800	12
18900	12
19000	13
19100	13
19200	13
19300	12
19400	15
19500	14
19600	14
19700	9
19800	14
19900	11
20000	13
