0	0
100	100
200	200
300	300
400	400
500	500
600	600
700	137
800	800
900	900
1000	452
1100	1100
1200	1200
1300	1300
1400	1400
1500	1500
1600	1600
1700	1700
1800	1800
1900	1900
2000	2000
2100	2100
2200	2200
2300	2300
2400	2400
2500	2500
2600	2600
2700	2700
2800	2800
2900	2900
3000	3000
3100	2728
3200	3200
3300	678
3400	3400
3500	3500
3600	3600
3700	3700
3800	3800
3900	3900
4000	4000
4100	4100
4200	4200
4300	4300
4400	4400
4500	4500
4600	4600
4700	4700
4800	4800
4900	3320
5000	5000
5100	5100
5200	5200
5300	5300
5400	3761
5500	1974
5600	1300
5700	5700
5800	362
5900	3846
6000	6000
6100	2349
6200	6200
6300	3261
6400	2437
6500	760
6600	1742
6700	1685
6800	6800
6900	6900
7000	7000
7100	1986
7200	7200
7300	7300
7400	7400
7500	7500
7600	7600
7700	7077
7800	4579
7900	7900
8000	8000
8100	8100
8200	8200
8300	8300
8400	8400
8500	8500
8600	4145
8700	8700
8800	1058
8900	6036
9000	1177
9100	9100
9200	2460
9300	9300
9400	9400
9500	5276
9600	9600
9700	9700
9800	170
9900	9900
10000	10000
10100	7432
10200	10200
10300	10300
10400	10400
10500	8583
10600	10600
10700	10700
10800	10800
10900	10900
11000	11000
11100	5442
11200	11200
11300	11300
11400	11400
11500	3227
11600	2199
11700	11700
11800	7212
11900	6395
12000	12000
12100	12100
12200	12200
12300	12300
12400	10126
12500	12500
12600	553
12700	12700
12800	12800
12900	12900
13000	13000
13100	12414
13200	11762
13300	7490
13400	13400
13500	13500
13600	10088
13700	13700
13800	13800
13900	13900
14000	14000
14100	12163
14200	9746
14300	14300
14400	14400
14500	14500
14600	2200
14700	14700
14800	5732
14900	14900
15000	15000
15100	15100
15200	15200
15300	12350
15400	198
15500	15500
15600	2629
15700	13532
15800	3068
15900	1689
16000	13557
16100	13837
16200	5109
16300	2370
16400	5917
16500	6285
16600	8152
16700	9734
16800	259
16900	16900
17000	5089
17100	10713
17200	17200
17300	3897
17400	17400
17500	17500
17600	17600
17700	2662
17800	6218
17900	4983
18000	18000
18100	3139
18200	3768
18300	18300
18400	9906
18500	2816
18600	9428
18700	8102
18800	18800
18900	18900
19000	6376
19100	2440
19200	2515
19300	12662
19400	12522
19500	1022
19600	2170
19700	7907
19800	16206
19900	3914
20000	3327
